questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT158-S3-Q07,google/gemini-2.5-pro,minimal,1,C,C,TRUE,4474,
PT158-S3-Q07,google/gemini-2.5-pro,minimal,2,C,C,TRUE,4025,
PT158-S3-Q07,google/gemini-2.5-pro,minimal,3,C,C,TRUE,4308,
PT158-S3-Q17,google/gemini-2.5-pro,minimal,1,D,D,TRUE,2737,
PT158-S3-Q17,google/gemini-2.5-pro,minimal,2,D,D,TRUE,3391,
PT158-S3-Q17,google/gemini-2.5-pro,minimal,3,D,D,TRUE,10299,
PT147-S3-Q12,google/gemini-2.5-pro,minimal,1,D,D,TRUE,2858,
PT147-S3-Q12,google/gemini-2.5-pro,minimal,2,D,D,TRUE,3071,
PT147-S3-Q12,google/gemini-2.5-pro,minimal,3,D,D,TRUE,3079,
PT147-S1-Q3,google/gemini-2.5-pro,minimal,1,A,A,TRUE,4358,
PT147-S1-Q3,google/gemini-2.5-pro,minimal,2,A,A,TRUE,2662,
PT147-S1-Q3,google/gemini-2.5-pro,minimal,3,A,A,TRUE,2423,
PT158-S3-Q21,google/gemini-2.5-pro,minimal,1,E,E,TRUE,2781,
PT158-S3-Q21,google/gemini-2.5-pro,minimal,2,E,E,TRUE,2557,
PT158-S3-Q21,google/gemini-2.5-pro,minimal,3,E,E,TRUE,3070,
PT158-S2-Q01,google/gemini-2.5-pro,minimal,1,D,D,TRUE,2811,
PT158-S2-Q01,google/gemini-2.5-pro,minimal,2,D,D,TRUE,3372,
PT158-S2-Q01,google/gemini-2.5-pro,minimal,3,D,D,TRUE,2866,
PT158-S4-Q25,google/gemini-2.5-pro,minimal,1,D,D,TRUE,2725,
PT158-S4-Q25,google/gemini-2.5-pro,minimal,2,D,D,TRUE,2379,
PT158-S4-Q25,google/gemini-2.5-pro,minimal,3,D,D,TRUE,3072,
PT147-S3-Q5,google/gemini-2.5-pro,minimal,1,E,E,TRUE,3031,
PT147-S3-Q5,google/gemini-2.5-pro,minimal,2,E,E,TRUE,3239,
PT147-S3-Q5,google/gemini-2.5-pro,minimal,3,E,E,TRUE,2925,
PT158-S4-Q26,google/gemini-2.5-pro,minimal,1,B,B,TRUE,3552,
PT158-S4-Q26,google/gemini-2.5-pro,minimal,2,B,B,TRUE,4663,
PT158-S4-Q26,google/gemini-2.5-pro,minimal,3,B,B,TRUE,2557,
PT158-S2-Q16,google/gemini-2.5-pro,minimal,1,C,C,TRUE,2703,
PT158-S2-Q16,google/gemini-2.5-pro,minimal,2,C,C,TRUE,2992,
PT158-S2-Q16,google/gemini-2.5-pro,minimal,3,C,C,TRUE,3161,
PT158-S2-Q09,google/gemini-2.5-pro,minimal,1,C,C,TRUE,2930,
PT158-S2-Q09,google/gemini-2.5-pro,minimal,2,C,C,TRUE,3258,
PT158-S2-Q09,google/gemini-2.5-pro,minimal,3,C,C,TRUE,3255,
PT158-S3-Q22,google/gemini-2.5-pro,minimal,1,C,C,TRUE,3425,
PT158-S3-Q22,google/gemini-2.5-pro,minimal,2,C,C,TRUE,2990,
PT158-S3-Q22,google/gemini-2.5-pro,minimal,3,C,C,TRUE,2756,
PT158-S4-Q17,google/gemini-2.5-pro,minimal,1,D,D,TRUE,10500,
PT158-S4-Q17,google/gemini-2.5-pro,minimal,2,D,D,TRUE,2660,
PT158-S4-Q17,google/gemini-2.5-pro,minimal,3,D,,FALSE,0,OpenRouter error 500: {"error":{"message":"Internal Server Error";"code":500}}
PT17-S2-Q22,google/gemini-2.5-pro,current,1,D,,FALSE,0,OpenRouter error 500: {"error":{"message":"Internal Server Error";"code":500}}
PT17-S2-Q22,google/gemini-2.5-pro,current,2,D,,FALSE,0,OpenRouter error 500: {"error":{"message":"Internal Server Error";"code":500}}
PT17-S2-Q22,google/gemini-2.5-pro,current,3,D,D,TRUE,5426,
PT158-S2-Q10,google/gemini-2.5-pro,current,1,E,E,TRUE,4887,
PT158-S2-Q10,google/gemini-2.5-pro,current,2,E,E,TRUE,2545,
PT158-S2-Q10,google/gemini-2.5-pro,current,3,E,E,TRUE,4094,
PT158-S2-Q2,google/gemini-2.5-pro,current,1,A,A,TRUE,3495,
PT158-S2-Q2,google/gemini-2.5-pro,current,2,A,A,TRUE,3788,
PT158-S2-Q2,google/gemini-2.5-pro,current,3,A,A,TRUE,2727,
PT158-S3-Q14,google/gemini-2.5-pro,current,1,C,C,TRUE,2352,
PT158-S3-Q14,google/gemini-2.5-pro,current,2,C,C,TRUE,2363,
PT158-S3-Q14,google/gemini-2.5-pro,current,3,C,C,TRUE,2429,
PT158-S3-Q07,google/gemini-2.5-pro,current,1,C,C,TRUE,2919,
PT158-S3-Q07,google/gemini-2.5-pro,current,2,C,C,TRUE,2678,
PT158-S3-Q07,google/gemini-2.5-pro,current,3,C,C,TRUE,2658,
PT158-S3-Q17,google/gemini-2.5-pro,current,1,D,D,TRUE,2930,
PT158-S3-Q17,google/gemini-2.5-pro,current,2,D,D,TRUE,10341,
PT158-S3-Q17,google/gemini-2.5-pro,current,3,D,D,TRUE,3215,
PT147-S3-Q12,google/gemini-2.5-pro,current,1,D,D,TRUE,2617,
PT147-S3-Q12,google/gemini-2.5-pro,current,2,D,D,TRUE,2850,
PT147-S3-Q12,google/gemini-2.5-pro,current,3,D,D,TRUE,6229,
PT147-S1-Q3,google/gemini-2.5-pro,current,1,A,A,TRUE,2679,
PT147-S1-Q3,google/gemini-2.5-pro,current,2,A,A,TRUE,2523,
PT147-S1-Q3,google/gemini-2.5-pro,current,3,A,A,TRUE,2661,
PT158-S3-Q21,google/gemini-2.5-pro,current,1,E,E,TRUE,6642,
PT158-S3-Q21,google/gemini-2.5-pro,current,2,E,E,TRUE,2844,
PT158-S3-Q21,google/gemini-2.5-pro,current,3,E,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q01,google/gemini-2.5-pro,current,1,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q01,google/gemini-2.5-pro,current,2,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q01,google/gemini-2.5-pro,current,3,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q25,google/gemini-2.5-pro,current,1,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q25,google/gemini-2.5-pro,current,2,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q25,google/gemini-2.5-pro,current,3,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT147-S3-Q5,google/gemini-2.5-pro,current,1,E,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT147-S3-Q5,google/gemini-2.5-pro,current,2,E,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT147-S3-Q5,google/gemini-2.5-pro,current,3,E,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q26,google/gemini-2.5-pro,current,1,B,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q26,google/gemini-2.5-pro,current,2,B,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q26,google/gemini-2.5-pro,current,3,B,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q16,google/gemini-2.5-pro,current,1,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q16,google/gemini-2.5-pro,current,2,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q16,google/gemini-2.5-pro,current,3,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q09,google/gemini-2.5-pro,current,1,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q09,google/gemini-2.5-pro,current,2,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S2-Q09,google/gemini-2.5-pro,current,3,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S3-Q22,google/gemini-2.5-pro,current,1,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S3-Q22,google/gemini-2.5-pro,current,2,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S3-Q22,google/gemini-2.5-pro,current,3,C,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q17,google/gemini-2.5-pro,current,1,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q17,google/gemini-2.5-pro,current,2,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
PT158-S4-Q17,google/gemini-2.5-pro,current,3,D,,FALSE,0,OpenRouter error 403: {"error":{"message":"Key limit exceeded (total limit). Manage it using https://openrouter.ai/settings/keys";"code":403}}
