questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT158-S3-Q17,google/gemini-2.5-pro,minimal,3,D,D,true,10299,
PT147-S3-Q12,google/gemini-2.5-pro,minimal,1,D,D,true,2858,
PT147-S3-Q12,google/gemini-2.5-pro,minimal,2,D,D,true,3071,
PT147-S3-Q12,google/gemini-2.5-pro,minimal,3,D,D,true,3079,
PT147-S1-Q3,google/gemini-2.5-pro,minimal,1,A,A,true,4358,
PT147-S1-Q3,google/gemini-2.5-pro,minimal,2,A,A,true,2662,
PT147-S1-Q3,google/gemini-2.5-pro,minimal,3,A,A,true,2423,
PT158-S3-Q21,google/gemini-2.5-pro,minimal,1,E,E,true,2781,
PT158-S3-Q21,google/gemini-2.5-pro,minimal,2,E,E,true,2557,
PT158-S3-Q21,google/gemini-2.5-pro,minimal,3,E,E,true,3070,
PT158-S2-Q01,google/gemini-2.5-pro,minimal,1,D,D,true,2811,
PT158-S2-Q01,google/gemini-2.5-pro,minimal,2,D,D,true,3372,
PT158-S2-Q01,google/gemini-2.5-pro,minimal,3,D,D,true,2866,
PT158-S4-Q25,google/gemini-2.5-pro,minimal,1,D,D,true,2725,
PT158-S4-Q25,google/gemini-2.5-pro,minimal,2,D,D,true,2379,
PT158-S4-Q25,google/gemini-2.5-pro,minimal,3,D,D,true,3072,
