questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT158-S3-Q07,openai/gpt-5.2-chat,current,2,C,A,false,486,
PT158-S3-Q07,openai/gpt-5.2-chat,current,3,C,,false,413,
PT158-S3-Q17,openai/gpt-5.2-chat,current,1,D,A,false,372,
PT158-S3-Q17,openai/gpt-5.2-chat,current,2,D,A,false,452,
PT158-S3-Q17,openai/gpt-5.2-chat,current,3,D,A,false,418,
PT147-S3-Q12,openai/gpt-5.2-chat,current,1,D,A,false,388,
PT147-S3-Q12,openai/gpt-5.2-chat,current,2,D,A,false,394,
PT147-S3-Q12,openai/gpt-5.2-chat,current,3,D,A,false,361,
PT147-S1-Q3,openai/gpt-5.2-chat,current,1,A,A,true,364,
PT147-S1-Q3,openai/gpt-5.2-chat,current,2,A,A,true,378,
PT147-S1-Q3,openai/gpt-5.2-chat,current,3,A,A,true,389,
PT158-S3-Q21,openai/gpt-5.2-chat,current,1,E,A,false,341,
PT158-S3-Q21,openai/gpt-5.2-chat,current,2,E,A,false,394,
PT158-S3-Q21,openai/gpt-5.2-chat,current,3,E,A,false,386,
PT158-S2-Q01,openai/gpt-5.2-chat,current,1,D,A,false,380,
PT158-S2-Q01,openai/gpt-5.2-chat,current,2,D,A,false,461,
PT158-S2-Q01,openai/gpt-5.2-chat,current,3,D,A,false,377,
PT158-S4-Q25,openai/gpt-5.2-chat,current,1,D,A,false,382,
PT158-S4-Q25,openai/gpt-5.2-chat,current,2,D,,false,381,
PT158-S4-Q25,openai/gpt-5.2-chat,current,3,D,A,false,396,
PT147-S3-Q5,openai/gpt-5.2-chat,current,1,E,,false,470,
PT147-S3-Q5,openai/gpt-5.2-chat,current,2,E,A,false,362,
PT147-S3-Q5,openai/gpt-5.2-chat,current,3,E,,false,411,
PT158-S4-Q26,openai/gpt-5.2-chat,current,1,B,,false,357,
PT158-S4-Q26,openai/gpt-5.2-chat,current,2,B,A,false,420,
PT158-S4-Q26,openai/gpt-5.2-chat,current,3,B,A,false,580,
PT158-S2-Q16,openai/gpt-5.2-chat,current,1,C,,false,485,
PT158-S2-Q16,openai/gpt-5.2-chat,current,2,C,A,false,416,
PT158-S2-Q16,openai/gpt-5.2-chat,current,3,C,,false,392,
PT158-S2-Q09,openai/gpt-5.2-chat,current,1,C,A,false,369,
PT158-S2-Q09,openai/gpt-5.2-chat,current,2,C,A,false,360,
PT158-S2-Q09,openai/gpt-5.2-chat,current,3,C,A,false,386,
PT158-S3-Q22,openai/gpt-5.2-chat,current,1,C,A,false,409,
PT158-S3-Q22,openai/gpt-5.2-chat,current,2,C,A,false,389,
PT158-S3-Q22,openai/gpt-5.2-chat,current,3,C,A,false,429,
PT158-S4-Q17,openai/gpt-5.2-chat,current,1,D,A,false,487,
PT158-S4-Q17,openai/gpt-5.2-chat,current,2,D,A,false,390,
PT158-S4-Q17,openai/gpt-5.2-chat,current,3,D,A,false,367,
PT17-S2-Q22,anthropic/claude-sonnet-4.5,minimal,1,D,E,false,831,
PT17-S2-Q22,anthropic/claude-sonnet-4.5,minimal,2,D,E,false,929,
PT17-S2-Q22,anthropic/claude-sonnet-4.5,minimal,3,D,E,false,1084,
PT158-S2-Q10,anthropic/claude-sonnet-4.5,minimal,1,E,E,true,1091,
PT158-S2-Q10,anthropic/claude-sonnet-4.5,minimal,2,E,E,true,932,
PT158-S2-Q10,anthropic/claude-sonnet-4.5,minimal,3,E,E,true,1296,
PT158-S2-Q2,anthropic/claude-sonnet-4.5,minimal,1,A,A,true,1097,
PT158-S2-Q2,anthropic/claude-sonnet-4.5,minimal,2,A,A,true,1069,
PT158-S2-Q2,anthropic/claude-sonnet-4.5,minimal,3,A,A,true,1044,
PT158-S3-Q14,anthropic/claude-sonnet-4.5,minimal,1,C,C,true,1118,
PT158-S3-Q14,anthropic/claude-sonnet-4.5,minimal,2,C,C,true,1107,
PT158-S3-Q14,anthropic/claude-sonnet-4.5,minimal,3,C,C,true,794,
PT158-S3-Q07,anthropic/claude-sonnet-4.5,minimal,1,C,C,true,1150,
PT158-S3-Q07,anthropic/claude-sonnet-4.5,minimal,2,C,C,true,1417,
PT158-S3-Q07,anthropic/claude-sonnet-4.5,minimal,3,C,C,true,1336,
PT158-S3-Q17,anthropic/claude-sonnet-4.5,minimal,1,D,D,true,1124,
PT158-S3-Q17,anthropic/claude-sonnet-4.5,minimal,2,D,D,true,1075,
PT158-S3-Q17,anthropic/claude-sonnet-4.5,minimal,3,D,D,true,1118,
PT147-S3-Q12,anthropic/claude-sonnet-4.5,minimal,1,D,D,true,1191,
PT147-S3-Q12,anthropic/claude-sonnet-4.5,minimal,2,D,D,true,1076,
PT147-S3-Q12,anthropic/claude-sonnet-4.5,minimal,3,D,D,true,1403,
PT147-S1-Q3,anthropic/claude-sonnet-4.5,minimal,1,A,A,true,1059,
PT147-S1-Q3,anthropic/claude-sonnet-4.5,minimal,2,A,A,true,875,
PT147-S1-Q3,anthropic/claude-sonnet-4.5,minimal,3,A,A,true,3211,
PT158-S3-Q21,anthropic/claude-sonnet-4.5,minimal,1,E,E,true,1101,
PT158-S3-Q21,anthropic/claude-sonnet-4.5,minimal,2,E,E,true,1081,
PT158-S3-Q21,anthropic/claude-sonnet-4.5,minimal,3,E,E,true,871,
PT158-S2-Q01,anthropic/claude-sonnet-4.5,minimal,1,D,D,true,1445,
PT158-S2-Q01,anthropic/claude-sonnet-4.5,minimal,2,D,D,true,1052,
PT158-S2-Q01,anthropic/claude-sonnet-4.5,minimal,3,D,D,true,869,
PT158-S4-Q25,anthropic/claude-sonnet-4.5,minimal,1,D,D,true,1707,
PT158-S4-Q25,anthropic/claude-sonnet-4.5,minimal,2,D,D,true,1664,
PT158-S4-Q25,anthropic/claude-sonnet-4.5,minimal,3,D,D,true,1010,
PT147-S3-Q5,anthropic/claude-sonnet-4.5,minimal,1,E,E,true,1094,
PT147-S3-Q5,anthropic/claude-sonnet-4.5,minimal,2,E,E,true,1100,
PT147-S3-Q5,anthropic/claude-sonnet-4.5,minimal,3,E,E,true,1048,
PT158-S4-Q26,anthropic/claude-sonnet-4.5,minimal,1,B,B,true,839,
PT158-S4-Q26,anthropic/claude-sonnet-4.5,minimal,2,B,B,true,1180,
PT158-S4-Q26,anthropic/claude-sonnet-4.5,minimal,3,B,,false,0,terminated
PT158-S2-Q16,anthropic/claude-sonnet-4.5,minimal,1,C,C,true,2205,
PT158-S2-Q16,anthropic/claude-sonnet-4.5,minimal,2,C,C,true,1079,
PT158-S2-Q16,anthropic/claude-sonnet-4.5,minimal,3,C,C,true,1284,
PT158-S2-Q09,anthropic/claude-sonnet-4.5,minimal,1,C,C,true,1154,
PT158-S2-Q09,anthropic/claude-sonnet-4.5,minimal,2,C,C,true,1008,
PT158-S2-Q09,anthropic/claude-sonnet-4.5,minimal,3,C,C,true,1179,
PT158-S3-Q22,anthropic/claude-sonnet-4.5,minimal,1,C,C,true,838,
PT158-S3-Q22,anthropic/claude-sonnet-4.5,minimal,2,C,C,true,1012,
PT158-S3-Q22,anthropic/claude-sonnet-4.5,minimal,3,C,C,true,840,
PT158-S4-Q17,anthropic/claude-sonnet-4.5,minimal,1,D,D,true,821,
PT158-S4-Q17,anthropic/claude-sonnet-4.5,minimal,2,D,D,true,1105,
PT158-S4-Q17,anthropic/claude-sonnet-4.5,minimal,3,D,D,true,1121,
PT17-S2-Q22,anthropic/claude-sonnet-4.5,current,1,D,B,false,1160,
PT17-S2-Q22,anthropic/claude-sonnet-4.5,current,2,D,B,false,1146,
PT17-S2-Q22,anthropic/claude-sonnet-4.5,current,3,D,A,false,805,
PT158-S2-Q10,anthropic/claude-sonnet-4.5,current,1,E,B,false,1112,
PT158-S2-Q10,anthropic/claude-sonnet-4.5,current,2,E,A,false,1049,
PT158-S2-Q10,anthropic/claude-sonnet-4.5,current,3,E,C,false,842,
PT158-S2-Q2,anthropic/claude-sonnet-4.5,current,1,A,C,false,1095,
PT158-S2-Q2,anthropic/claude-sonnet-4.5,current,2,A,C,false,1272,
PT158-S2-Q2,anthropic/claude-sonnet-4.5,current,3,A,B,false,834,
PT158-S3-Q14,anthropic/claude-sonnet-4.5,current,1,C,C,true,819,
PT158-S3-Q14,anthropic/claude-sonnet-4.5,current,2,C,B,false,838,
PT158-S3-Q14,anthropic/claude-sonnet-4.5,current,3,C,C,true,1072,
PT158-S3-Q07,anthropic/claude-sonnet-4.5,current,1,C,A,false,1217,
PT158-S3-Q07,anthropic/claude-sonnet-4.5,current,2,C,A,false,2516,
PT158-S3-Q07,anthropic/claude-sonnet-4.5,current,3,C,B,false,1383,
PT158-S3-Q17,anthropic/claude-sonnet-4.5,current,1,D,C,false,1124,
PT158-S3-Q17,anthropic/claude-sonnet-4.5,current,2,D,B,false,1137,
PT158-S3-Q17,anthropic/claude-sonnet-4.5,current,3,D,B,false,1323,
PT147-S3-Q12,anthropic/claude-sonnet-4.5,current,1,D,B,false,822,
PT147-S3-Q12,anthropic/claude-sonnet-4.5,current,2,D,A,false,921,
PT147-S3-Q12,anthropic/claude-sonnet-4.5,current,3,D,C,false,845,
PT147-S1-Q3,anthropic/claude-sonnet-4.5,current,1,A,B,false,828,
PT147-S1-Q3,anthropic/claude-sonnet-4.5,current,2,A,C,false,1151,
PT147-S1-Q3,anthropic/claude-sonnet-4.5,current,3,A,B,false,1075,
PT158-S3-Q21,anthropic/claude-sonnet-4.5,current,1,E,B,false,1085,
PT158-S3-Q21,anthropic/claude-sonnet-4.5,current,2,E,C,false,821,
PT158-S3-Q21,anthropic/claude-sonnet-4.5,current,3,E,B,false,1141,
PT158-S2-Q01,anthropic/claude-sonnet-4.5,current,1,D,B,false,1233,
PT158-S2-Q01,anthropic/claude-sonnet-4.5,current,2,D,A,false,745,
PT158-S2-Q01,anthropic/claude-sonnet-4.5,current,3,D,A,false,1068,
PT158-S4-Q25,anthropic/claude-sonnet-4.5,current,1,D,B,false,788,
PT158-S4-Q25,anthropic/claude-sonnet-4.5,current,2,D,A,false,1129,
PT158-S4-Q25,anthropic/claude-sonnet-4.5,current,3,D,C,false,835,
PT147-S3-Q5,anthropic/claude-sonnet-4.5,current,1,E,B,false,790,
PT147-S3-Q5,anthropic/claude-sonnet-4.5,current,2,E,A,false,785,
PT147-S3-Q5,anthropic/claude-sonnet-4.5,current,3,E,C,false,3814,
PT158-S4-Q26,anthropic/claude-sonnet-4.5,current,1,B,C,false,1495,
PT158-S4-Q26,anthropic/claude-sonnet-4.5,current,2,B,C,false,1187,
PT158-S4-Q26,anthropic/claude-sonnet-4.5,current,3,B,C,false,1092,
PT158-S2-Q16,anthropic/claude-sonnet-4.5,current,1,C,C,true,813,
PT158-S2-Q16,anthropic/claude-sonnet-4.5,current,2,C,C,true,840,
PT158-S2-Q16,anthropic/claude-sonnet-4.5,current,3,C,B,false,2056,
PT158-S2-Q09,anthropic/claude-sonnet-4.5,current,1,C,A,false,864,
PT158-S2-Q09,anthropic/claude-sonnet-4.5,current,2,C,B,false,1131,
PT158-S2-Q09,anthropic/claude-sonnet-4.5,current,3,C,A,false,826,
PT158-S3-Q22,anthropic/claude-sonnet-4.5,current,1,C,C,true,1116,
PT158-S3-Q22,anthropic/claude-sonnet-4.5,current,2,C,,false,0,fetch failed
PT158-S3-Q22,anthropic/claude-sonnet-4.5,current,3,C,C,true,2433,
PT158-S4-Q17,anthropic/claude-sonnet-4.5,current,1,D,B,false,1187,
PT158-S4-Q17,anthropic/claude-sonnet-4.5,current,2,D,C,false,1140,
PT158-S4-Q17,anthropic/claude-sonnet-4.5,current,3,D,B,false,1122,
PT17-S2-Q22,meituan/longcat-flash-chat,minimal,1,D,D,true,883,
PT17-S2-Q22,meituan/longcat-flash-chat,minimal,2,D,D,true,646,
PT17-S2-Q22,meituan/longcat-flash-chat,minimal,3,D,D,true,1053,
PT158-S2-Q10,meituan/longcat-flash-chat,minimal,1,E,D,false,613,
PT158-S2-Q10,meituan/longcat-flash-chat,minimal,2,E,D,false,1152,
PT158-S2-Q10,meituan/longcat-flash-chat,minimal,3,E,D,false,1032,
PT158-S2-Q2,meituan/longcat-flash-chat,minimal,1,A,A,true,1539,
PT158-S2-Q2,meituan/longcat-flash-chat,minimal,2,A,A,true,863,
PT158-S2-Q2,meituan/longcat-flash-chat,minimal,3,A,A,true,1102,
PT158-S3-Q14,meituan/longcat-flash-chat,minimal,1,C,C,true,625,
PT158-S3-Q14,meituan/longcat-flash-chat,minimal,2,C,C,true,1123,
PT158-S3-Q14,meituan/longcat-flash-chat,minimal,3,C,C,true,940,
PT158-S3-Q07,meituan/longcat-flash-chat,minimal,1,C,C,true,1116,
PT158-S3-Q07,meituan/longcat-flash-chat,minimal,2,C,C,true,885,
PT158-S3-Q07,meituan/longcat-flash-chat,minimal,3,C,C,true,969,
PT158-S3-Q17,meituan/longcat-flash-chat,minimal,1,D,D,true,656,
PT158-S3-Q17,meituan/longcat-flash-chat,minimal,2,D,D,true,1004,
PT158-S3-Q17,meituan/longcat-flash-chat,minimal,3,D,D,true,1055,
PT147-S3-Q12,meituan/longcat-flash-chat,minimal,1,D,D,true,626,
PT147-S3-Q12,meituan/longcat-flash-chat,minimal,2,D,D,true,623,
PT147-S3-Q12,meituan/longcat-flash-chat,minimal,3,D,D,true,1128,
PT147-S1-Q3,meituan/longcat-flash-chat,minimal,1,A,A,true,1068,
PT147-S1-Q3,meituan/longcat-flash-chat,minimal,2,A,A,true,658,
PT147-S1-Q3,meituan/longcat-flash-chat,minimal,3,A,A,true,614,
PT158-S3-Q21,meituan/longcat-flash-chat,minimal,1,E,E,true,1180,
PT158-S3-Q21,meituan/longcat-flash-chat,minimal,2,E,B,false,637,
PT158-S3-Q21,meituan/longcat-flash-chat,minimal,3,E,B,false,1275,
PT158-S2-Q01,meituan/longcat-flash-chat,minimal,1,D,D,true,628,
PT158-S2-Q01,meituan/longcat-flash-chat,minimal,2,D,D,true,821,
PT158-S2-Q01,meituan/longcat-flash-chat,minimal,3,D,D,true,1318,
PT158-S4-Q25,meituan/longcat-flash-chat,minimal,1,D,D,true,622,
PT158-S4-Q25,meituan/longcat-flash-chat,minimal,2,D,D,true,1059,
PT158-S4-Q25,meituan/longcat-flash-chat,minimal,3,D,D,true,895,
PT147-S3-Q5,meituan/longcat-flash-chat,minimal,1,E,E,true,622,
PT147-S3-Q5,meituan/longcat-flash-chat,minimal,2,E,E,true,1148,
PT147-S3-Q5,meituan/longcat-flash-chat,minimal,3,E,E,true,819,
PT158-S4-Q26,meituan/longcat-flash-chat,minimal,1,B,B,true,891,
PT158-S4-Q26,meituan/longcat-flash-chat,minimal,2,B,B,true,855,
PT158-S4-Q26,meituan/longcat-flash-chat,minimal,3,B,B,true,636,
PT158-S2-Q16,meituan/longcat-flash-chat,minimal,1,C,C,true,676,
PT158-S2-Q16,meituan/longcat-flash-chat,minimal,2,C,C,true,864,
PT158-S2-Q16,meituan/longcat-flash-chat,minimal,3,C,C,true,645,
PT158-S2-Q09,meituan/longcat-flash-chat,minimal,1,C,C,true,699,
PT158-S2-Q09,meituan/longcat-flash-chat,minimal,2,C,C,true,1243,
PT158-S2-Q09,meituan/longcat-flash-chat,minimal,3,C,C,true,685,
PT158-S3-Q22,meituan/longcat-flash-chat,minimal,1,C,C,true,1365,
PT158-S3-Q22,meituan/longcat-flash-chat,minimal,2,C,C,true,714,
PT158-S3-Q22,meituan/longcat-flash-chat,minimal,3,C,C,true,1059,
PT158-S4-Q17,meituan/longcat-flash-chat,minimal,1,D,D,true,1059,
PT158-S4-Q17,meituan/longcat-flash-chat,minimal,2,D,D,true,633,
PT158-S4-Q17,meituan/longcat-flash-chat,minimal,3,D,D,true,1006,
PT17-S2-Q22,meituan/longcat-flash-chat,current,1,D,C,false,1135,
PT17-S2-Q22,meituan/longcat-flash-chat,current,2,D,C,false,1002,
PT17-S2-Q22,meituan/longcat-flash-chat,current,3,D,C,false,628,
PT158-S2-Q10,meituan/longcat-flash-chat,current,1,E,C,false,1096,
PT158-S2-Q10,meituan/longcat-flash-chat,current,2,E,C,false,851,
PT158-S2-Q10,meituan/longcat-flash-chat,current,3,E,C,false,664,
PT158-S2-Q2,meituan/longcat-flash-chat,current,1,A,C,false,1256,
PT158-S2-Q2,meituan/longcat-flash-chat,current,2,A,C,false,1058,
PT158-S2-Q2,meituan/longcat-flash-chat,current,3,A,C,false,978,
PT158-S3-Q14,meituan/longcat-flash-chat,current,1,C,C,true,635,
PT158-S3-Q14,meituan/longcat-flash-chat,current,2,C,C,true,809,
PT158-S3-Q14,meituan/longcat-flash-chat,current,3,C,C,true,617,
PT158-S3-Q07,meituan/longcat-flash-chat,current,1,C,C,true,620,
PT158-S3-Q07,meituan/longcat-flash-chat,current,2,C,C,true,1050,
PT158-S3-Q07,meituan/longcat-flash-chat,current,3,C,C,true,1189,
PT158-S3-Q17,meituan/longcat-flash-chat,current,1,D,C,false,632,
PT158-S3-Q17,meituan/longcat-flash-chat,current,2,D,C,false,1102,
PT158-S3-Q17,meituan/longcat-flash-chat,current,3,D,C,false,625,
PT147-S3-Q12,meituan/longcat-flash-chat,current,1,D,A,false,627,
PT147-S3-Q12,meituan/longcat-flash-chat,current,2,D,C,false,659,
PT147-S3-Q12,meituan/longcat-flash-chat,current,3,D,C,false,633,
PT147-S1-Q3,meituan/longcat-flash-chat,current,1,A,C,false,1041,
PT147-S1-Q3,meituan/longcat-flash-chat,current,2,A,C,false,644,
PT147-S1-Q3,meituan/longcat-flash-chat,current,3,A,C,false,633,
PT158-S3-Q21,meituan/longcat-flash-chat,current,1,E,C,false,988,
PT158-S3-Q21,meituan/longcat-flash-chat,current,2,E,C,false,726,
PT158-S3-Q21,meituan/longcat-flash-chat,current,3,E,C,false,1260,
PT158-S2-Q01,meituan/longcat-flash-chat,current,1,D,C,false,1051,
PT158-S2-Q01,meituan/longcat-flash-chat,current,2,D,C,false,621,
PT158-S2-Q01,meituan/longcat-flash-chat,current,3,D,C,false,618,
PT158-S4-Q25,meituan/longcat-flash-chat,current,1,D,C,false,683,
PT158-S4-Q25,meituan/longcat-flash-chat,current,2,D,A,false,1165,
PT158-S4-Q25,meituan/longcat-flash-chat,current,3,D,C,false,691,
PT147-S3-Q5,meituan/longcat-flash-chat,current,1,E,A,false,1110,
PT147-S3-Q5,meituan/longcat-flash-chat,current,2,E,C,false,664,
PT147-S3-Q5,meituan/longcat-flash-chat,current,3,E,C,false,722,
PT158-S4-Q26,meituan/longcat-flash-chat,current,1,B,C,false,915,
PT158-S4-Q26,meituan/longcat-flash-chat,current,2,B,C,false,970,
PT158-S4-Q26,meituan/longcat-flash-chat,current,3,B,C,false,816,
PT158-S2-Q16,meituan/longcat-flash-chat,current,1,C,C,true,710,
PT158-S2-Q16,meituan/longcat-flash-chat,current,2,C,C,true,627,
PT158-S2-Q16,meituan/longcat-flash-chat,current,3,C,A,false,695,
PT158-S2-Q09,meituan/longcat-flash-chat,current,1,C,C,true,638,
PT158-S2-Q09,meituan/longcat-flash-chat,current,2,C,C,true,750,
PT158-S2-Q09,meituan/longcat-flash-chat,current,3,C,A,false,866,
PT158-S3-Q22,meituan/longcat-flash-chat,current,1,C,C,true,835,
PT158-S3-Q22,meituan/longcat-flash-chat,current,2,C,C,true,1371,
PT158-S3-Q22,meituan/longcat-flash-chat,current,3,C,A,false,1019,
PT158-S4-Q17,meituan/longcat-flash-chat,current,1,D,C,false,614,
PT158-S4-Q17,meituan/longcat-flash-chat,current,2,D,C,false,621,
PT158-S4-Q17,meituan/longcat-flash-chat,current,3,D,C,false,618,
