questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT92-S2-Q17,deepseek/deepseek-r1,minimal,3,D,D,true,1236,
PT92-S2-Q18,deepseek/deepseek-r1,minimal,1,E,E,true,1557,
PT92-S2-Q18,deepseek/deepseek-r1,minimal,2,E,E,true,1700,
PT92-S2-Q18,deepseek/deepseek-r1,minimal,3,E,E,true,1408,
PT92-S2-Q19,deepseek/deepseek-r1,minimal,1,B,C,false,1788,
PT92-S2-Q19,deepseek/deepseek-r1,minimal,2,B,B,true,1211,
PT92-S2-Q19,deepseek/deepseek-r1,minimal,3,B,C,false,1390,
PT92-S2-Q20,deepseek/deepseek-r1,minimal,1,D,D,true,1649,
PT92-S2-Q20,deepseek/deepseek-r1,minimal,2,D,D,true,1283,
PT92-S2-Q20,deepseek/deepseek-r1,minimal,3,D,D,true,1765,
PT92-S2-Q21,deepseek/deepseek-r1,minimal,1,E,E,true,1494,
PT92-S2-Q21,deepseek/deepseek-r1,minimal,2,E,E,true,1205,
PT92-S2-Q21,deepseek/deepseek-r1,minimal,3,E,E,true,1650,
PT92-S2-Q22,deepseek/deepseek-r1,minimal,1,A,A,true,1196,
PT92-S2-Q22,deepseek/deepseek-r1,minimal,2,A,A,true,1836,
PT92-S2-Q22,deepseek/deepseek-r1,minimal,3,A,A,true,1285,
PT92-S2-Q23,deepseek/deepseek-r1,minimal,1,C,C,true,1849,
PT92-S2-Q23,deepseek/deepseek-r1,minimal,2,C,C,true,1406,
PT92-S2-Q23,deepseek/deepseek-r1,minimal,3,C,C,true,1571,
PT92-S2-Q24,deepseek/deepseek-r1,minimal,1,E,C,false,1130,
PT92-S2-Q24,deepseek/deepseek-r1,minimal,2,E,C,false,1388,
PT92-S2-Q24,deepseek/deepseek-r1,minimal,3,E,C,false,1250,
PT92-S2-Q25,deepseek/deepseek-r1,minimal,1,D,C,false,1201,
PT92-S2-Q25,deepseek/deepseek-r1,minimal,2,D,C,false,1932,
PT92-S2-Q25,deepseek/deepseek-r1,minimal,3,D,C,false,1369,
PT92-S3-Q01,deepseek/deepseek-r1,minimal,1,E,E,true,1296,
PT92-S3-Q01,deepseek/deepseek-r1,minimal,2,E,E,true,1410,
PT92-S3-Q01,deepseek/deepseek-r1,minimal,3,E,E,true,1543,
PT92-S3-Q02,deepseek/deepseek-r1,minimal,1,C,C,true,1390,
PT92-S3-Q02,deepseek/deepseek-r1,minimal,2,C,C,true,1794,
PT92-S3-Q02,deepseek/deepseek-r1,minimal,3,C,C,true,1470,
PT92-S3-Q03,deepseek/deepseek-r1,minimal,1,E,E,true,1453,
PT92-S3-Q03,deepseek/deepseek-r1,minimal,2,E,E,true,1161,
PT92-S3-Q03,deepseek/deepseek-r1,minimal,3,E,E,true,1313,
PT92-S3-Q04,deepseek/deepseek-r1,minimal,1,B,B,true,1104,
PT92-S3-Q04,deepseek/deepseek-r1,minimal,2,B,B,true,1176,
PT92-S3-Q04,deepseek/deepseek-r1,minimal,3,B,B,true,1212,
PT92-S3-Q05,deepseek/deepseek-r1,minimal,1,A,A,true,1739,
PT92-S3-Q05,deepseek/deepseek-r1,minimal,2,A,A,true,1788,
PT92-S3-Q05,deepseek/deepseek-r1,minimal,3,A,A,true,1958,
PT92-S3-Q06,deepseek/deepseek-r1,minimal,1,C,C,true,1398,
PT92-S3-Q06,deepseek/deepseek-r1,minimal,2,C,C,true,1498,
PT92-S3-Q06,deepseek/deepseek-r1,minimal,3,C,C,true,1396,
PT92-S3-Q07,deepseek/deepseek-r1,minimal,1,A,A,true,1482,
PT92-S3-Q07,deepseek/deepseek-r1,minimal,2,A,A,true,1692,
PT92-S3-Q07,deepseek/deepseek-r1,minimal,3,A,A,true,1816,
PT92-S3-Q08,deepseek/deepseek-r1,minimal,1,A,A,true,1291,
PT92-S3-Q08,deepseek/deepseek-r1,minimal,2,A,A,true,1749,
PT92-S3-Q08,deepseek/deepseek-r1,minimal,3,A,A,true,1356,
PT92-S3-Q09,deepseek/deepseek-r1,minimal,1,D,D,true,1408,
PT92-S3-Q09,deepseek/deepseek-r1,minimal,2,D,D,true,1398,
PT92-S3-Q09,deepseek/deepseek-r1,minimal,3,D,D,true,2618,
PT92-S3-Q10,deepseek/deepseek-r1,minimal,1,C,C,true,1358,
PT92-S3-Q10,deepseek/deepseek-r1,minimal,2,C,C,true,1980,
PT92-S3-Q10,deepseek/deepseek-r1,minimal,3,C,C,true,1489,
PT92-S3-Q11,deepseek/deepseek-r1,minimal,1,B,B,true,1268,
PT92-S3-Q11,deepseek/deepseek-r1,minimal,2,B,B,true,1458,
PT92-S3-Q11,deepseek/deepseek-r1,minimal,3,B,B,true,1631,
PT92-S3-Q12,deepseek/deepseek-r1,minimal,1,B,B,true,1945,
PT92-S3-Q12,deepseek/deepseek-r1,minimal,2,B,B,true,1322,
PT92-S3-Q12,deepseek/deepseek-r1,minimal,3,B,B,true,1114,
PT92-S3-Q13,deepseek/deepseek-r1,minimal,1,B,B,true,1277,
PT92-S3-Q13,deepseek/deepseek-r1,minimal,2,B,B,true,1337,
PT92-S3-Q13,deepseek/deepseek-r1,minimal,3,B,B,true,1325,
PT92-S3-Q14,deepseek/deepseek-r1,minimal,1,A,B,false,1773,
PT92-S3-Q14,deepseek/deepseek-r1,minimal,2,A,B,false,1264,
PT92-S3-Q14,deepseek/deepseek-r1,minimal,3,A,B,false,1345,
PT92-S3-Q15,deepseek/deepseek-r1,minimal,1,C,C,true,2390,
PT92-S3-Q15,deepseek/deepseek-r1,minimal,2,C,C,true,1380,
PT92-S3-Q15,deepseek/deepseek-r1,minimal,3,C,C,true,1721,
PT92-S3-Q16,deepseek/deepseek-r1,minimal,1,C,C,true,1617,
PT92-S3-Q16,deepseek/deepseek-r1,minimal,2,C,C,true,1454,
PT92-S3-Q16,deepseek/deepseek-r1,minimal,3,C,C,true,1735,
PT92-S3-Q17,deepseek/deepseek-r1,minimal,1,E,E,true,1349,
PT92-S3-Q17,deepseek/deepseek-r1,minimal,2,E,E,true,1622,
PT92-S3-Q17,deepseek/deepseek-r1,minimal,3,E,E,true,1808,
PT92-S3-Q18,deepseek/deepseek-r1,minimal,1,D,,false,0,terminated
PT92-S3-Q18,deepseek/deepseek-r1,minimal,2,D,D,true,4034,
PT92-S3-Q18,deepseek/deepseek-r1,minimal,3,D,D,true,1295,
PT92-S3-Q19,deepseek/deepseek-r1,minimal,1,D,D,true,1132,
PT92-S3-Q19,deepseek/deepseek-r1,minimal,2,D,D,true,1173,
PT92-S3-Q19,deepseek/deepseek-r1,minimal,3,D,D,true,1251,
PT92-S3-Q20,deepseek/deepseek-r1,minimal,1,E,E,true,1262,
PT92-S3-Q20,deepseek/deepseek-r1,minimal,2,E,E,true,1333,
PT92-S3-Q20,deepseek/deepseek-r1,minimal,3,E,E,true,1339,
PT92-S3-Q21,deepseek/deepseek-r1,minimal,1,B,B,true,1628,
PT92-S3-Q21,deepseek/deepseek-r1,minimal,2,B,B,true,1753,
PT92-S3-Q21,deepseek/deepseek-r1,minimal,3,B,B,true,1191,
PT92-S3-Q22,deepseek/deepseek-r1,minimal,1,D,D,true,1674,
PT92-S3-Q22,deepseek/deepseek-r1,minimal,2,D,D,true,1747,
PT92-S3-Q22,deepseek/deepseek-r1,minimal,3,D,D,true,1356,
PT92-S3-Q23,deepseek/deepseek-r1,minimal,1,B,C,false,1460,
PT92-S3-Q23,deepseek/deepseek-r1,minimal,2,B,B,true,1624,
PT92-S3-Q23,deepseek/deepseek-r1,minimal,3,B,B,true,1497,
PT92-S3-Q24,deepseek/deepseek-r1,minimal,1,A,A,true,1728,
PT92-S3-Q24,deepseek/deepseek-r1,minimal,2,A,,false,0,terminated
PT92-S3-Q24,deepseek/deepseek-r1,minimal,3,A,A,true,5073,
PT92-S3-Q25,deepseek/deepseek-r1,minimal,1,C,C,true,1351,
PT92-S3-Q25,deepseek/deepseek-r1,minimal,2,C,C,true,1391,
PT92-S3-Q25,deepseek/deepseek-r1,minimal,3,C,C,true,1556,
