questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT88-S2-Q22,deepseek/deepseek-r1,minimal,2,D,E,false,1595,
PT88-S2-Q22,deepseek/deepseek-r1,minimal,3,D,E,false,1746,
PT88-S2-Q23,deepseek/deepseek-r1,minimal,1,C,C,true,1151,
PT88-S2-Q23,deepseek/deepseek-r1,minimal,2,C,C,true,1379,
PT88-S2-Q23,deepseek/deepseek-r1,minimal,3,C,C,true,1491,
PT88-S2-Q24,deepseek/deepseek-r1,minimal,1,A,A,true,1338,
PT88-S2-Q24,deepseek/deepseek-r1,minimal,2,A,A,true,1587,
PT88-S2-Q24,deepseek/deepseek-r1,minimal,3,A,D,false,1692,
PT88-S2-Q25,deepseek/deepseek-r1,minimal,1,C,C,true,1811,
PT88-S2-Q25,deepseek/deepseek-r1,minimal,2,C,C,true,1285,
PT88-S2-Q25,deepseek/deepseek-r1,minimal,3,C,C,true,1418,
PT88-S3-Q01,deepseek/deepseek-r1,minimal,1,C,C,true,1144,
PT88-S3-Q01,deepseek/deepseek-r1,minimal,2,C,C,true,1940,
PT88-S3-Q01,deepseek/deepseek-r1,minimal,3,C,C,true,1842,
PT88-S3-Q02,deepseek/deepseek-r1,minimal,1,B,B,true,1853,
PT88-S3-Q02,deepseek/deepseek-r1,minimal,2,B,B,true,1312,
PT88-S3-Q02,deepseek/deepseek-r1,minimal,3,B,B,true,1632,
PT88-S3-Q03,deepseek/deepseek-r1,minimal,1,A,A,true,1412,
PT88-S3-Q03,deepseek/deepseek-r1,minimal,2,A,A,true,1623,
PT88-S3-Q03,deepseek/deepseek-r1,minimal,3,A,A,true,1525,
