questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT89-S2-Q15,deepseek/deepseek-r1,minimal,1,C,C,true,1562,
PT89-S2-Q15,deepseek/deepseek-r1,minimal,2,C,C,true,1759,
PT89-S2-Q15,deepseek/deepseek-r1,minimal,3,C,C,true,1217,
PT89-S2-Q16,deepseek/deepseek-r1,minimal,1,B,B,true,1380,
PT89-S2-Q16,deepseek/deepseek-r1,minimal,2,B,B,true,1266,
PT89-S2-Q16,deepseek/deepseek-r1,minimal,3,B,B,true,1642,
PT89-S2-Q17,deepseek/deepseek-r1,minimal,1,B,B,true,1475,
PT89-S2-Q17,deepseek/deepseek-r1,minimal,2,B,B,true,1551,
PT89-S2-Q17,deepseek/deepseek-r1,minimal,3,B,B,true,1322,
PT89-S2-Q18,deepseek/deepseek-r1,minimal,1,B,C,false,2054,
PT89-S2-Q18,deepseek/deepseek-r1,minimal,2,B,C,false,1386,
PT89-S2-Q18,deepseek/deepseek-r1,minimal,3,B,C,false,1303,
PT89-S2-Q19,deepseek/deepseek-r1,minimal,1,A,A,true,1235,
PT89-S2-Q19,deepseek/deepseek-r1,minimal,2,A,A,true,1308,
PT89-S2-Q19,deepseek/deepseek-r1,minimal,3,A,A,true,1939,
PT89-S2-Q20,deepseek/deepseek-r1,minimal,1,C,C,true,1869,
PT89-S2-Q20,deepseek/deepseek-r1,minimal,2,C,C,true,1251,
PT89-S2-Q20,deepseek/deepseek-r1,minimal,3,C,C,true,1418,
PT89-S2-Q21,deepseek/deepseek-r1,minimal,1,B,B,true,1126,
PT89-S2-Q21,deepseek/deepseek-r1,minimal,2,B,B,true,1353,
PT89-S2-Q21,deepseek/deepseek-r1,minimal,3,B,B,true,1440,
PT89-S2-Q22,deepseek/deepseek-r1,minimal,1,C,C,true,1112,
PT89-S2-Q22,deepseek/deepseek-r1,minimal,2,C,B,false,1723,
PT89-S2-Q22,deepseek/deepseek-r1,minimal,3,C,C,true,1381,
