questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT93-S1-Q15,deepseek/deepseek-r1,minimal,3,D,D,true,1669,
PT93-S1-Q16,deepseek/deepseek-r1,minimal,1,B,B,true,1252,
PT93-S1-Q16,deepseek/deepseek-r1,minimal,2,B,B,true,1510,
PT93-S1-Q16,deepseek/deepseek-r1,minimal,3,B,B,true,1681,
PT93-S1-Q17,deepseek/deepseek-r1,minimal,1,E,E,true,1622,
PT93-S1-Q17,deepseek/deepseek-r1,minimal,2,E,E,true,1307,
PT93-S1-Q17,deepseek/deepseek-r1,minimal,3,E,E,true,1452,
PT93-S1-Q18,deepseek/deepseek-r1,minimal,1,B,B,true,1447,
PT93-S1-Q18,deepseek/deepseek-r1,minimal,2,B,B,true,1567,
PT93-S1-Q18,deepseek/deepseek-r1,minimal,3,B,B,true,1845,
PT93-S1-Q19,deepseek/deepseek-r1,minimal,1,A,A,true,2086,
PT93-S1-Q19,deepseek/deepseek-r1,minimal,2,A,A,true,2070,
PT93-S1-Q19,deepseek/deepseek-r1,minimal,3,A,A,true,1456,
PT93-S1-Q20,deepseek/deepseek-r1,minimal,1,B,B,true,1983,
PT93-S1-Q20,deepseek/deepseek-r1,minimal,2,B,B,true,1724,
PT93-S1-Q20,deepseek/deepseek-r1,minimal,3,B,B,true,1160,
PT93-S1-Q21,deepseek/deepseek-r1,minimal,1,C,C,true,1376,
PT93-S1-Q21,deepseek/deepseek-r1,minimal,2,C,C,true,1368,
PT93-S1-Q21,deepseek/deepseek-r1,minimal,3,C,C,true,1318,
PT93-S1-Q22,deepseek/deepseek-r1,minimal,1,C,D,false,1150,
PT93-S1-Q22,deepseek/deepseek-r1,minimal,2,C,D,false,1275,
PT93-S1-Q22,deepseek/deepseek-r1,minimal,3,C,D,false,1386,
PT93-S1-Q23,deepseek/deepseek-r1,minimal,1,C,C,true,1768,
PT93-S1-Q23,deepseek/deepseek-r1,minimal,2,C,C,true,1435,
PT93-S1-Q23,deepseek/deepseek-r1,minimal,3,C,C,true,2458,
PT93-S1-Q24,deepseek/deepseek-r1,minimal,1,B,B,true,1888,
PT93-S1-Q24,deepseek/deepseek-r1,minimal,2,B,B,true,1516,
PT93-S1-Q24,deepseek/deepseek-r1,minimal,3,B,B,true,1316,
