questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT90-S1-Q10,deepseek/deepseek-r1,minimal,2,D,D,true,2228,
PT90-S1-Q10,deepseek/deepseek-r1,minimal,3,D,D,true,1297,
PT90-S1-Q11,deepseek/deepseek-r1,minimal,1,C,C,true,6194,
PT90-S1-Q11,deepseek/deepseek-r1,minimal,2,C,C,true,1493,
PT90-S1-Q11,deepseek/deepseek-r1,minimal,3,C,C,true,1966,
PT90-S1-Q12,deepseek/deepseek-r1,minimal,1,D,D,true,1780,
PT90-S1-Q12,deepseek/deepseek-r1,minimal,2,D,D,true,1410,
PT90-S1-Q12,deepseek/deepseek-r1,minimal,3,D,D,true,1344,
PT90-S1-Q13,deepseek/deepseek-r1,minimal,1,E,E,true,2306,
PT90-S1-Q13,deepseek/deepseek-r1,minimal,2,E,E,true,1959,
PT90-S1-Q13,deepseek/deepseek-r1,minimal,3,E,E,true,1608,
PT90-S1-Q14,deepseek/deepseek-r1,minimal,1,E,E,true,2282,
PT90-S1-Q14,deepseek/deepseek-r1,minimal,2,E,E,true,1633,
PT90-S1-Q14,deepseek/deepseek-r1,minimal,3,E,E,true,2440,
PT90-S1-Q15,deepseek/deepseek-r1,minimal,1,A,A,true,1786,
PT90-S1-Q15,deepseek/deepseek-r1,minimal,2,A,A,true,1199,
PT90-S1-Q15,deepseek/deepseek-r1,minimal,3,A,A,true,1821,
PT90-S1-Q16,deepseek/deepseek-r1,minimal,1,B,B,true,1537,
PT90-S1-Q16,deepseek/deepseek-r1,minimal,2,B,B,true,1306,
PT90-S1-Q16,deepseek/deepseek-r1,minimal,3,B,B,true,1608,
PT90-S1-Q17,deepseek/deepseek-r1,minimal,1,A,A,true,1296,
PT90-S1-Q17,deepseek/deepseek-r1,minimal,2,A,A,true,1338,
PT90-S1-Q17,deepseek/deepseek-r1,minimal,3,A,A,true,1533,
PT90-S1-Q18,deepseek/deepseek-r1,minimal,1,E,E,true,1115,
PT90-S1-Q18,deepseek/deepseek-r1,minimal,2,E,E,true,1568,
PT90-S1-Q18,deepseek/deepseek-r1,minimal,3,E,E,true,1721,
PT90-S1-Q19,deepseek/deepseek-r1,minimal,1,A,A,true,1383,
PT90-S1-Q19,deepseek/deepseek-r1,minimal,2,A,A,true,1465,
PT90-S1-Q19,deepseek/deepseek-r1,minimal,3,A,A,true,1357,
PT90-S1-Q20,deepseek/deepseek-r1,minimal,1,B,B,true,1443,
PT90-S1-Q20,deepseek/deepseek-r1,minimal,2,B,B,true,1705,
PT90-S1-Q20,deepseek/deepseek-r1,minimal,3,B,B,true,1123,
PT90-S1-Q21,deepseek/deepseek-r1,minimal,1,B,B,true,1365,
PT90-S1-Q21,deepseek/deepseek-r1,minimal,2,B,B,true,1382,
PT90-S1-Q21,deepseek/deepseek-r1,minimal,3,B,B,true,1539,
PT90-S1-Q22,deepseek/deepseek-r1,minimal,1,D,D,true,1251,
PT90-S1-Q22,deepseek/deepseek-r1,minimal,2,D,D,true,1325,
PT90-S1-Q22,deepseek/deepseek-r1,minimal,3,D,D,true,1349,
PT90-S1-Q23,deepseek/deepseek-r1,minimal,1,B,B,true,1386,
PT90-S1-Q23,deepseek/deepseek-r1,minimal,2,B,B,true,1274,
PT90-S1-Q23,deepseek/deepseek-r1,minimal,3,B,B,true,1832,
PT90-S1-Q24,deepseek/deepseek-r1,minimal,1,C,C,true,1420,
PT90-S1-Q24,deepseek/deepseek-r1,minimal,2,C,C,true,1803,
PT90-S1-Q24,deepseek/deepseek-r1,minimal,3,C,C,true,1807,
PT90-S1-Q25,deepseek/deepseek-r1,minimal,1,B,B,true,1342,
PT90-S1-Q25,deepseek/deepseek-r1,minimal,2,B,B,true,1694,
PT90-S1-Q25,deepseek/deepseek-r1,minimal,3,B,B,true,1259,
PT90-S2-Q01,deepseek/deepseek-r1,minimal,1,D,D,true,1199,
PT90-S2-Q01,deepseek/deepseek-r1,minimal,2,D,D,true,1309,
PT90-S2-Q01,deepseek/deepseek-r1,minimal,3,D,D,true,1583,
PT90-S2-Q02,deepseek/deepseek-r1,minimal,1,A,A,true,1508,
PT90-S2-Q02,deepseek/deepseek-r1,minimal,2,A,A,true,1220,
PT90-S2-Q02,deepseek/deepseek-r1,minimal,3,A,A,true,1310,
PT90-S2-Q03,deepseek/deepseek-r1,minimal,1,A,A,true,1403,
PT90-S2-Q03,deepseek/deepseek-r1,minimal,2,A,A,true,1319,
PT90-S2-Q03,deepseek/deepseek-r1,minimal,3,A,A,true,1473,
PT90-S2-Q04,deepseek/deepseek-r1,minimal,1,B,B,true,1329,
PT90-S2-Q04,deepseek/deepseek-r1,minimal,2,B,B,true,1375,
PT90-S2-Q04,deepseek/deepseek-r1,minimal,3,B,B,true,1238,
PT90-S2-Q05,deepseek/deepseek-r1,minimal,1,B,B,true,1639,
PT90-S2-Q05,deepseek/deepseek-r1,minimal,2,B,B,true,1533,
PT90-S2-Q05,deepseek/deepseek-r1,minimal,3,B,B,true,1591,
PT90-S2-Q06,deepseek/deepseek-r1,minimal,1,E,E,true,1741,
PT90-S2-Q06,deepseek/deepseek-r1,minimal,2,E,E,true,1311,
PT90-S2-Q06,deepseek/deepseek-r1,minimal,3,E,E,true,1547,
